,0,1,2,3,4,5,6,7,8
[ 0  0 -1  0 -1  1  0  0  1],-0.1482580192645621,-0.26964598779393606,0.0,-0.22788770040601253,0.0,0.0,0.0,-0.1744705054402086,0.0
[-1  0 -1  1 -1  1  0  0  1],0.0,-0.7206478256456555,0.0,0.0,0.0,0.0,-0.24028790408504136,-0.9945897283786528,0.0
[ 0  0 -1  1 -1  1  0  0  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  0 -1  1 -1  1  1  0  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1 -1  0  0  1  0  1  0  0],0.0,0.0,0.9999999999999996,-0.1729,0.0,-0.19058989951000002,0.0,0.0,-0.005729518565100001
[-1  0  0  0  1  0  1  0  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1 -1  0  0  1  0  1  0  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  0  0  1 -1  0  0  1  0],0.0,-0.20713058833359088,-0.16704911005559644,0.0,0.0,-0.3536217795567627,-0.1307125217692142,0.0,0.0
[-1  0  0  1 -1  1  0  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0 -1  0  0  0  0  1 -1  1],-0.25561645142285905,0.0,-0.31716428063513435,-0.15864483641655758,0.0,-0.10615855928298594,0.0,0.0,0.0
[ 0 -1  0 -1  1  0  1 -1  1],0.0,0.0,0.999996833197986,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  0  0  0  0  0  1 -1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0 -1  0  0  1  0  1 -1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0 -1  0 -1  1  1  1 -1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  0 -1  0  1  1  0  1 -1],0.0,0.19898200981,0.0,0.9999996102021218,0.0,0.0,-0.081729,0.0,0.0
[-1  0 -1  1  1  1  0  1 -1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1  0  0  0  1  0 -1 -1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0 -1  1  0  1 -1  0  0  0],0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999996,0.0,0.0
[ 0 -1  1  0  1 -1  1  0  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  1  0  1  1  0  0 -1 -1],0.0,0.0,-0.0729,0.0,0.0,0.9999982396247707,0.0,0.0,0.0
[-1  1  0  1  1  0  0 -1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  1  0  1  1  1  0 -1 -1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0 -1  0  0  0  0  0  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0 -1  0  0  0 -1  1  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999996
[ 0 -1  0  0  0 -1  1  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1 -1 -1  1 -1  0  0  1  0],0.0,0.0,0.0,0.0,0.0,-0.09729,0.9999997886720391,0.0,-0.181
[ 0 -1  0  1  0  0  0  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1 -1 -1  1  0  0  0  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1 -1 -1  1 -1  1  0  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  0  0  0  1  0  0 -1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1 -1  0  0  1  1  0 -1  1],0.0,0.0,0.9648005216737795,0.1,0.0,0.0,0.0,0.0,0.0
[-1  0  0  0  1  1  0 -1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1 -1  1  0  1  1  0 -1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  0  0  0 -1  0  0  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999996,0.0,0.0
[-1  1  0  0 -1 -1  0  1  1],0.0,0.0,-0.09,0.0,0.0,0.0,0.9999997720387976,0.0,0.0
[-1  1  1  0 -1 -1 -1  1  1],0.0,0.0,0.0,0.9989613412091541,0.0,0.0,0.0,0.0,0.0
[ 0  0  0  0 -1  0  0  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  1  0  0 -1  0  0  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  1  1  0 -1 -1  0  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1 -1  1  0  0  0  0  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1 -1  1  0 -1  1  0  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999968807287
[-1 -1  1  0  0  1  0  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1 -1  1  0 -1  1  0  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1  0  0 -1  1  0  0  1 -1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  1  0 -1 -1  1  1  0  0],0.0,0.0,-0.32082924685641545,0.0,0.0,0.0,0.0,-0.5301328917751496,0.0
[-1  1 -1 -1 -1  1  1  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9989999999981728
[-1  1  0 -1 -1  1  1  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  1 -1 -1 -1  1  1  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  0 -1  1  0  0  1 -1  0],0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  0 -1  1  0  0  1  0  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1  0 -1  1  0  0  1 -1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  1  0  0 -1  0  0  1  0],0.0,0.0,-0.09180943246285224,-0.23198349818947966,0.0,-0.28523754299085163,-0.15316951936936474,0.0,0.0
[-1  1 -1  1 -1  0  0  1  0],0.0,0.0,0.0,0.0,0.0,-0.9768142810082453,-0.40866652778438173,0.0,-0.522585981054763
[-1  1  0  1 -1  0  0  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  1 -1  1 -1  1  0  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  1 -1  0  0  0  1  0 -1],-0.13554422527089122,0.0,0.0,-0.27101370407980896,-0.12549934559434667,0.0,0.0,-0.1542522702250902,0.0
[ 0  1 -1  0  1  0  1 -1 -1],-0.2303650020649337,0.0,0.0,-0.2106530264600863,0.0,0.0,0.0,0.0,0.0
[ 0  1 -1  0  1  0  1  0 -1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  1 -1  1  1  0  1 -1 -1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  0 -1  1  0  1  0 -1  0],0.0,0.0,0.0,0.0,0.9999999999999996,0.0,0.0,0.0,0.0
[ 0  0  0  1  0  1  0 -1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  0 -1  1  1  1  0 -1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  1  0 -1  1  0  0  0  0],0.0,0.0,-0.006495390000000001,0.0,0.0,-0.10950859020169,0.0,0.9999999999999996,-7.282710000000002e-05
[-1  1  0 -1  1  0  1  0 -1],0.0,0.0,0.9999999529262956,0.0,0.0,0.0,0.0,0.27829000000000004,0.0
[-1  1  0  0  1  0  0  0  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  1  0 -1  1  0  1  0  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  1  0 -1  1  1  1  0 -1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  1 -1  1  1  1 -1 -1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  0  1  1  0  0 -1  1 -1],0.0,-0.32630992303679973,0.0,0.0,0.0,-0.4146531513905435,0.0,0.0,0.0
[-1  0  1  1  1 -1 -1  1 -1],0.0,0.9989999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  0  1  1  0  0 -1  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  0  1  1  1  0 -1  1 -1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  1  1  1  1 -1 -1  1 -1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0 -1  0  1  0  0 -1  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0 -1  0  1  1  0 -1  1 -1],0.0,0.0,0.0,0.0,0.0,0.9999937711688804,0.0,0.0,0.0
[ 0 -1  1  1  1 -1 -1  1 -1],0.9989999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0 -1  0  1  1  0 -1  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0 -1  1  1  1  0 -1  1 -1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  1  1 -1  0  1  1 -1 -1],0.0,0.0,0.0,0.0,0.9989985990229017,0.0,0.0,0.0,0.0
[ 0  1  1 -1  0  1  1 -1 -1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  0  0  1  1 -1  0  0 -1],-0.320499230040882,-0.15063819195056338,0.0,0.0,0.0,0.0,-0.21974328036169022,-0.1005368629607664,0.0
[ 1  0  0  1  1 -1 -1  0 -1],0.0,-0.9505527653534176,-0.5420322911184474,0.0,0.0,0.0,0.0,-0.4053013120260382,0.0
[ 1 -1  1  1  1 -1 -1  0 -1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9988974525095053,0.0
[ 1  0  1  1  1 -1 -1  0 -1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  0  1  0  0  0  0  1 -1],0.0,-0.17003616553927037,0.0,-0.2569132734902569,0.0,-0.09145325627863217,-0.15813788248216382,0.0,0.0
[-1  0  1 -1  1  0  0  1 -1],0.0,0.9999999087750745,0.0,0.0,0.0,-0.19,0.27829000000000004,0.0,0.0
[-1  0  1  0  1  0  0  1 -1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  1  1 -1  1  0  0  1 -1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  0  0  1  0  0 -1  0  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  0  1  1  0  0 -1  0  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  0  1  1  1  0 -1 -1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  0  0 -1  0 -1  1  1  0],-0.048216684365204154,-0.22033616829073957,-0.017276927123264393,0.0,0.0,0.0,0.0,0.0,0.9999999999999996
[-1  0  1 -1  0 -1  1  1  0],0.0,-0.111652029,0.0,0.0,0.21405781000000002,0.0,0.0,0.0,0.9999942250255838
[ 0  0  0  0  0 -1  1  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  0  1 -1  0 -1  1  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  1  1  1 -1 -1  0 -1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.9989999999999994,0.0,0.0
[-1  1  1  1  0  0  0 -1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  1  1  1 -1  0  0 -1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1  0 -1 -1  0 -1  1  1  0],0.0,-0.0199,0.0,0.0,-0.008910000000000001,0.0,0.0,0.0,0.9998667485629731
[-1 -1  1  1  1  0 -1 -1  1],0.0,0.0,0.0,0.0,0.0,0.9414365025822826,0.0,0.0,0.0
[-1 -1  1  1  1  1 -1 -1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  0  1 -1  0 -1  0  0  1],-0.10930695609373081,-0.21272415360324878,0.0,0.0,0.0,0.0,-0.15126411578513993,-0.25924198390478276,0.0
[ 0 -1  1 -1  0 -1  0  1  1],-0.1,0.0,0.0,0.0,0.0,0.0,0.99875404676509,0.0,0.0
[ 0 -1  1 -1  1 -1 -1  1  1],0.9987562315442096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  0  1 -1  0  0  0  0  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  0  1 -1  0 -1  0  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0 -1  1 -1  1 -1  0  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1 -1  1 -1  1 -1 -1  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  0  0  0  1  0 -1 -1  1],0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0 -1  1 -1  0  1  0  0  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999996
[-1 -1  1 -1  0  1  1  0  0],0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9999997580982538
[ 0 -1  1 -1  0  1  1  0  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1  0 -1  0  1 -1  0  0  0],0.0,-0.19948478387659724,0.0,-0.005845851000000001,0.0,0.0,-0.1,-0.19531335248502266,0.9999999999999996
[ 1  0  0  0  1 -1  0  0  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1  0 -1  1  1 -1  0  0  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1  0  1 -1 -1  0  0  0  0],0.0,0.9999999999999996,0.0,0.0,0.0,0.0,-0.005256004634100001,-0.23851,-0.169461
[ 1  0  1 -1  0  0  0  0  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1  1  1 -1 -1  0  0  0  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  0  1 -1 -1  1  0  0  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999996
[ 0  0  1 -1 -1  1  1 -1  0],-0.0008091900000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999978423165466
[ 0  0  1 -1 -1  1  1  0  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  0  1 -1 -1  1  1 -1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0 -1  1 -1  0  0  1  0  0],0.0,0.0,0.0,0.0,0.9999999999999996,0.0,0.0,0.0,0.0
[ 0 -1  1 -1  1  0  1  0  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  1  0  0 -1  0  0 -1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1  1  0  0 -1  0 -1 -1  1],0.0,0.0,0.9999998975480239,-0.08829,0.0,-0.18829,0.0,0.0,0.0
[ 0  1  0  0  0  0  0 -1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1  1  0  0 -1  0  0 -1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1  1  1  0 -1  0 -1 -1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  0 -1  1  0  1  0  0  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0 -1  0  0  0  1 -1  0  1],0.0,0.0,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0
[ 0 -1  0 -1  1  1 -1  0  1],0.9818691183056335,0.0,0.0199,0.0,0.0,0.0,0.0,0.0,0.0
[ 0 -1  0  0  0  1  0  0  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0 -1  0  0  1  1 -1  0  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1 -1  0 -1  1  1 -1  0  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  1  0  0 -1  1  0  0  0],0.0,0.0,-0.09954608933520562,-0.22280098157697473,0.0,0.0,-0.2171456206167251,-0.328102982594368,0.0
[-1  1 -1  0 -1  1  0  0  1],0.0,0.0,0.0,-0.37886334244945497,0.0,0.0,0.0,-0.5918512266273916,0.0
[-1  1  0  0  0  1  0  0  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  1  0  0 -1  1  0  0  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  1 -1  0 -1  1  0  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  1  1  0 -1  0  0 -1  1],0.0,0.0,0.0,0.0,0.0,0.999999986112965,0.0,0.0,0.0
[ 0  1  1  0 -1  0  0 -1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  1  1  0 -1  1  0 -1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  0  1  1  0 -1  0 -1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  1  1  1  0 -1  0 -1 -1],0.9999999916788862,0.0,0.0,0.0,-0.11791,0.0,0.0,0.0,0.0
[ 0  1  1  1  0 -1  0 -1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1  1  1  1  0 -1  0 -1 -1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  0  0 -1  0  0  0  0  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0 -1  0 -1  0  0  0  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999996,0.0,0.0
[ 0  0  0 -1  0  0  0  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0 -1  0 -1  0  0  1  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1  0  0  0 -1  0  0  1 -1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1  1  0  0 -1  0 -1  1 -1],0.0,0.0,0.9999993973036974,-0.1,0.0,-0.19809109080999998,0.0,0.0,0.0
[ 1  0  0  0 -1  0  0  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1  1  0  0 -1  0  0  1 -1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  1  1  0 -1  0 -1  0  0],0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  1  1 -1 -1  0 -1  0  1],0.9999931102289832,0.0,0.0,0.0,0.0,0.109891,0.0,-0.01099,0.0
[ 0  1  1  0  0  0 -1  0  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  1  1  0 -1  0 -1  0  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1  1  1 -1 -1  0 -1  0  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1  0  0 -1  1  0  0 -1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999996
[ 1  0  0 -1  1 -1  1 -1  0],0.0,0.0,0.9999974828925863,0.0,0.0,0.0,0.0,0.0,0.19081
[ 1  0  0 -1  1  0  1 -1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1  0  1 -1  1 -1  1 -1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  0  0  0  1  1  0 -1  0],0.0,0.0,0.0,0.9999999999999996,0.0,0.0,0.0,0.0,0.0
[ 0  0  0  0  1  1  0 -1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  0  0  1  1  1  0 -1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  0 -1  1 -1 -1  1  0  1],0.9999962498841032,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
[-1  1 -1  1 -1 -1  1  0  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9989999999999994,0.0
[ 0  1 -1  1 -1 -1  1  0  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  1 -1  1 -1 -1  1  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1  0 -1  0  1  0  0  0 -1],0.0,-0.22029120385065734,0.0,-0.28157807136107443,0.0,0.0,-0.23134959038190522,-0.07977691514248794,0.0
[ 1  0  0  0  1  0  0  0 -1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1  0 -1  0  1  0  1  0 -1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1 -1  0  1  0  0  0 -1  0],0.0,0.0,-0.1782171,0.0,0.0,-0.005845851000000001,0.9999999999999996,0.0,-0.16203985209948513
[ 1 -1  0  1  1  0 -1 -1  0],0.0,0.0,-0.001,0.0,0.0,0.1,0.0,0.0,0.9804939405601528
[ 1  0  0  1  0  0  0 -1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1 -1  0  1  1  0  0 -1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1 -1  0  1  1  0 -1 -1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  0  0  1  0 -1  1  0  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  0 -1  1  1 -1  1  0  0],0.0,-0.424337190415229,0.0,0.0,0.0,0.0,0.0,-0.9536622805214381,-0.44437760709523716
[ 0  0  0  1  0 -1  1  0  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  0  0  1  1 -1  1  0  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  1 -1  1  1 -1  1  0  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  0  0  0  0 -1  1  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999996
[-1  0  1  0  0 -1  1  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  0  1  0  0  0  0  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  1  1  0  0  0  0  1 -1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0 -1  0  1  0  0  0 -1  1],-0.1928210241891304,0.0,-0.2390409583041912,0.0,0.0,-0.1266486943394618,-0.08411227742660268,0.0,0.0
[ 0 -1  0  1  1 -1  0 -1  1],0.9999999988579271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0 -1  0  1  1  0  0 -1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0 -1  1  1  1 -1  0 -1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  0  0 -1  1  0  0  0  1],0.0,-0.12062505940543322,-0.3786408836857762,0.0,0.0,-0.4530962326441826,0.0,-0.22910372352482639,0.0
[-1  1  0 -1  1 -1  0  0  1],0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.999999949588437,0.0
[-1  1 -1 -1  1 -1  1  0  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7837734221560002,0.0
[-1  1  0 -1  1  0  0  0  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  1  0 -1  1 -1  1  0  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  1 -1 -1  1 -1  1  1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1 -1  0  0  1 -1  0  0  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999996
[ 1 -1  1  0  1 -1 -1  0  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999269067471209
[ 1 -1  1  0  1 -1 -1  1 -1],0.0,0.0,0.0,0.9989999999999843,0.0,0.0,0.0,0.0,0.0
[ 1 -1  1  0  1 -1  0  0  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1 -1  1  0  1 -1 -1  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  0  0  0  0  0  1  1 -1],0.0,-0.19480435801567908,-0.2576167632410724,-0.2351228332887117,0.0,-0.10628209652366458,0.0,0.0,0.0
[-1  1 -1  0  0  0  1  1 -1],0.0,0.0,0.0,-0.0199,0.9939883145687332,-0.01,0.0,0.0,0.0
[-1  1 -1 -1  0  1  1  1 -1],0.0,0.0,0.0,0.0,0.9989999996430748,0.0,0.0,0.0,0.0
[-1  1 -1  0  0  1  1  1 -1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  1 -1 -1  1  1  1  1 -1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  0  0  0  0 -1  1 -1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  0  1  0 -1 -1  1 -1  1],-0.9063722414055032,-0.6751749102915301,0.0,-0.5541887704083301,0.0,0.0,0.0,0.0,0.0
[ 0  0  1  0  0 -1  1 -1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 1  0  1  0 -1 -1  1 -1  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  1 -1  0 -1 -1  1  0  1],-0.27829000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999991853389,0.0
[-1  0  0 -1  0  1  0  0  1],0.0,-0.06651346462339472,0.9999999999999996,0.0,-0.190729,0.0,0.0,-0.195231153753621,0.0
[-1  0  0  0  0  1  0  0  1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  0 -1  0 -1  0  1  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999996
[-1  0 -1  0 -1  1  1  1  0],0.0,-0.108909109,0.0,-0.11791,0.0,0.0,0.0,0.0,0.999998870111162
[ 0  0 -1  0  0  0  1  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[ 0  0 -1  0 -1  1  1  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  0 -1  1 -1  1  1  1  0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[-1  0  1  0 -1  0  1  0  0],0.0,-0.3537203023948048,0.0,-0.21971330462458877,0.0,-0.148155176232064,0.0,-0.18438032195133974,0.0
